step_ms,forward_ms,backward_ms,optimizer_ms,gpu_mem_alloc_MB,gpu_mem_reserved_MB,gpu_mem_max_MB,proc_cpu_percent,sys_cpu_percent,ram_used_MB,ram_percent
242.33065,66.753233,118.038781,56.911378,5070.91455078125,7974.0,7309.55615234375,98.5,0.5,14329.96875,2.8
240.364189,66.034391,116.818141,56.880456,5070.91455078125,7974.0,7309.55615234375,103.5,0.5,14329.96875,2.8
241.473536,65.740016,118.156833,56.945177,5070.91455078125,7974.0,7309.55615234375,98.9,0.5,14329.96875,2.8
241.124722,66.206674,117.315809,56.958128,5070.91455078125,7974.0,7309.55615234375,99.0,0.5,14329.96484375,2.8
241.541677,65.849668,118.518328,56.534921,5070.91455078125,7974.0,7309.55615234375,98.8,0.5,14330.2109375,2.8
240.947237,67.107698,116.76993,56.402969,5070.91455078125,7974.0,7309.55615234375,98.9,0.5,14330.2109375,2.8
239.102849,64.712191,117.160827,56.592872,5070.91455078125,7974.0,7309.55615234375,99.8,0.5,14330.2109375,2.8
242.139357,67.801899,117.386451,56.313449,5070.91455078125,7974.0,7309.55615234375,102.7,0.5,14330.2109375,2.8
240.085414,66.307215,116.649099,56.48367,5070.91455078125,7974.0,7309.55615234375,99.4,0.5,14330.2109375,2.8
237.351022,64.71246,115.073944,56.931178,5070.91455078125,7974.0,7309.55615234375,100.6,0.5,14330.2109375,2.8
240.146975,66.250114,116.767611,56.49475,5070.91455078125,7974.0,7309.55615234375,103.6,0.5,14330.2109375,2.8
242.044626,66.760123,118.251314,56.396158,5070.91455078125,7974.0,7309.55615234375,94.5,0.5,14330.2109375,2.8
240.311888,66.100642,117.139586,56.42663,5070.91455078125,7974.0,7309.55615234375,99.3,0.5,14330.45703125,2.8
241.264363,66.088211,118.084491,56.148816,5070.91455078125,7974.0,7309.55615234375,103.1,0.5,14330.45703125,2.8
240.663254,66.249864,117.159067,56.585562,5070.91455078125,7974.0,7309.55615234375,99.2,0.5,14330.45703125,2.8
241.497117,65.590644,118.61042,56.667524,5070.91455078125,7974.0,7309.55615234375,98.8,0.5,14330.45703125,2.8
241.09651,66.999536,117.040474,56.42825,5070.91455078125,7974.0,7309.55615234375,99.0,0.6,14330.703125,2.8
240.353158,64.785841,118.420153,56.524323,5070.91455078125,7974.0,7309.55615234375,103.5,0.5,14330.703125,2.8
241.978768,67.06541,117.559929,56.713967,5070.91455078125,7974.0,7309.55615234375,102.8,0.5,14330.703125,2.8
239.326235,64.192914,118.004126,56.502164,5070.91455078125,7974.0,7309.55615234375,95.6,0.5,14330.703125,2.8
236.747584,64.570461,114.631913,56.89901,5070.91455078125,7974.0,7309.55615234375,105.0,0.5,14330.94921875,2.8
240.821128,66.214327,117.550319,56.410742,5070.91455078125,7974.0,7309.55615234375,95.0,0.5,14330.94921875,2.8
242.689358,67.203633,118.314032,56.543534,5070.91455078125,7974.0,7309.55615234375,102.5,0.5,14330.94921875,2.8
240.490413,66.064885,117.261855,56.531675,5070.91455078125,7974.0,7309.55615234375,99.3,0.5,14330.9453125,2.8
241.930646,66.455331,118.036997,56.720427,5070.91455078125,7974.0,7309.55615234375,98.7,0.6,14331.19140625,2.8
241.375498,66.744866,117.068902,56.91818,5070.91455078125,7974.0,7309.55615234375,103.0,0.5,14331.4375,2.8
242.055959,66.35818,118.724447,56.347431,5070.91455078125,7974.0,7309.55615234375,98.6,0.5,14331.4375,2.8
242.000507,66.834407,117.611201,56.92446,5070.91455078125,7974.0,7309.55615234375,98.7,0.5,14331.4375,2.8
240.819759,65.405305,118.400792,56.378151,5070.91455078125,7974.0,7309.55615234375,99.1,0.5,14331.4375,2.8
240.733737,66.225947,117.274666,56.599825,5070.91455078125,7974.0,7309.55615234375,99.2,0.5,14331.4375,2.8
241.081852,64.906447,118.643516,56.88075,5070.91455078125,7974.0,7309.55615234375,103.1,0.6,14331.68359375,2.8
236.180915,63.799249,115.127191,56.626276,5070.91455078125,7974.0,7309.55615234375,101.1,0.5,14331.68359375,2.8
241.057982,66.112226,117.601271,56.711457,5070.91455078125,7974.0,7309.55615234375,99.0,0.5,14331.68359375,2.8
241.912826,67.308485,117.56286,56.415242,5070.91455078125,7974.0,7309.55615234375,98.7,0.5,14331.9296875,2.8
240.824999,66.623583,117.007801,56.570284,5070.91455078125,7974.0,7309.55615234375,99.1,0.5,14331.9296875,2.8
242.380073,66.858157,118.485994,56.406963,5070.91455078125,7974.0,7309.55615234375,102.6,0.5,14331.9296875,2.8
241.211584,67.294174,116.608064,56.672327,5070.91455078125,7974.0,7309.55615234375,99.0,0.5,14331.9296875,2.8
